code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow
sh.600593,大连圣亚,2002-07-11,N78公共设施管理业,https://www.sunasia.com,130445000,5020828160,38.49,,23.200724,-20.70%,-0.85,1.659,117815059.88,77614543.84,60%,-43188338.56,151170904.59,2173213.32,195133853.04,-76951881.7,-108468276.24
sh.600594,益佰制药,2004-03-23,C27医药制造业,https://www.gzcci.com,791927400,3175629056,4.01,,1.3087468,-9.49%,-0.3,3.064,521007309.87,380928986.1,62%,-334673987.38,1563991089.15,100501932.5,86873036.88,-103836828.59,-159706367.19
sh.600595,中孚实业,2002-06-26,C32有色金属冶炼和压延加工业,https://www.zfsy.com.cn,4007905114,33345769472,8.32,27.733332,1.9985586,6.18%,0.3,4.163,1102201154.73,522964780.18,10%,748130439.5,790709321.44,403947577.03,1404088055.05,-518360706.22,-702332222.22
sh.600596,新安股份,2001-09-06,C26化学原料和化学制品制造业,https://www.wynca.com,1349597049,16991427584,12.59,,1.3659543,-0.05%,-0.01,9.217,2521383435.82,517827113.33,11%,58627942.23,1453763902.8,575000574.41,546712506.78,-1638943929.89,-661110154.77
sh.600597,光明乳业,2002-08-28,C14食品制造业,https://www.brightdairy.com,1378473763,10945081344,7.94,15.88,1.1582786,6.54%,0.5,6.855,2976533645,2175867568,19%,481887900,3944398290,136811592,1254574290,-228912629,-1319391530
sh.600598,北大荒,2002-03-29,A01农业,https://www.hacl.cn,1777679909,31856023552,17.92,28.903225,3.8855162,13.83%,0.62,4.612,1586325573.31,48057957.66,35%,1086459287.25,764825424.53,94888312.37,1493811338.89,-1509025529.5,-766867521.93
sh.600599,*ST熊猫,2001-08-28,F51批发业,https://www.600599.com.cn,166000000,886440000,5.34,,7.6504297,-157.92%,-2.95,0.698,73962583.14,75203125,35%,-537340571.8,59007933.25,,-29123859.75,-298834215.55,-14942915.87
sh.600600,青岛啤酒,1993-08-27,C15酒、饮料和精制茶制造业,https://www.tsingtao.com.cn,709125943,87513112576,64.15,18.923304,2.7930164,15.15%,3.39,22.968,17978772896,,40%,4491776686,7938715427,102766675,5154661132,-7421783375,-2983143705
sh.600601,方正科技,1990-12-19,C39计算机、通信和其他电子设备制造业,https://www.foundertech.com,4273742887,44617875456,10.44,115.99999,9.830507,8.55%,0.09,1.062,1331080454.61,60048338.89,22%,257389895.46,476013354.27,177188977.83,440075798.02,-1054868277.77,878778904.45
sh.600602,云赛智联,1990-12-19,I65软件和信息技术服务业,https://www.inesa-it.com,1074302990,28201428992,20.62,147.28572,5.8496456,4.42%,0.14,3.525,2241503903.42,4898136.06,19%,221861979.73,881457624.46,378591688.42,347736493.41,-1058121946.98,-3225314.36
sh.600603,广汇物流,1992-01-13,G53铁路运输业,https://www.chinaghwl.com,1193329151,9701766144,8.13,23.228573,1.8022611,5.34%,0.35,4.511,96832027.73,1166736713.67,42%,528615041.8,288949817.32,,1921847181.65,-1223394974.82,-1319903589.58
sh.600604,市北高新,1992-03-27,K70房地产业,https://www.shibeiht.com,1407454804,9722451968,5.19,,1.563724,-0.20%,-0.03,3.319,983639734.15,950735472.22,27%,95366109.67,253858375.69,,-309063896.01,7320133.71,-73267099.36
sh.600605,汇通能源,1992-03-27,K70房地产业,,206282429,6392692736,30.99,258.25,4.503706,1.72%,0.12,6.881,666664757.8,,52%,24204797.66,41717719.56,,-162536603.79,-598524114.69,-32387685.93
sh.600606,绿地控股,1992-03-27,E48土木工程建筑业,https://www.ldjt.com.cn,14054218314,23189460992,1.65,,0.4048086,-22.11%,-1.61,4.076,25862123269.79,37303219697.01,9%,-19736730791.99,16392479830.84,1195452508.05,-3336171738.85,-1376940627.74,-2128896154.22
sh.600608,*ST沪科,1992-03-27,F51批发业,https://www.600608.net,328861441,1003027392,3.05,,25.847458,-14.27%,-0.01,0.118,27191426.46,10010083.33,42%,-7266156.55,7180093.25,,9179255.99,-105799,-8953216.49
sh.600609,金杯汽车,1992-07-24,C36汽车制造业,https://www.jinbei.com.cn,1304558558,5727011840,4.39,20.904762,3.6371167,23.42%,0.21,1.207,1482462333.44,,17%,526016259.83,388760625.41,194016320.98,581085673.1,69468923.79,-712275273.27
sh.600610,中毅达,1992-08-05,C26化学原料和化学制品制造业,https://www.shanghaizhongyida.com,710914605,11398362112,10.64,212.8,100.377365,51.72%,0.05,0.106,95521251.59,38758643.76,9%,-14083853.45,67874317.02,17485112.12,246325511.75,352618.33,-206693080.85
sh.600611,大众交通,1992-08-07,G54道路运输业,https://www.96822.com,1563316364,12813546496,5.42,135.5,1.2592937,1.02%,0.04,4.304,1813554649.64,1952794479.35,28%,247026904.83,446087974.47,57996740.38,832750682.87,-384603027.27,-586890170.03
sh.600612,老凤祥,1992-08-14,C24文教、工美、体育和娱乐用品制造业,https://www.laofengxiang.com,317109630,22279585792,42.59,13.827923,1.7324276,11.75%,3.08,24.584,8152785949.72,4609991098.58,9%,2543870523.8,1443498038.19,30825265.22,2938650017.71,-129332563.54,-3980713136.66
sh.600613,神奇制药,1992-08-20,C27医药制造业,https://www.gzsq.com,479319978,3396695552,6.36,57.818184,1.456044,2.41%,0.11,4.368,779392576.39,27032355.56,48%,66078062.2,839361941.7,32885108.76,207785516.12,-34920196.48,-107578088.94
sh.600615,鑫源智造,1992-09-10,C33金属制品业,https://www.fenghwa.sh.cn,225624610,2849638912,12.63,315.75,3.8766115,1.27%,0.04,3.258,121818817.44,10459183.97,15%,10169877.4,27225309.2,,-17236090.22,67415367.69,7730513.66
sh.600616,金枫酒业,1992-09-29,C15酒、饮料和精制茶制造业,https://www.jinfengwine.com,669004950,3619316480,5.41,135.25,4.0768647,1.27%,0.04,1.327,968760424.64,,42%,4562322.11,253814441.56,5517168.95,79258403.62,-38835049.37,-42442573.26
sh.600617,国新能源,1992-10-13,D45燃气生产和供应业,https://www.600617.com.cn,1775542689,6539960320,3.39,,1.9327253,-5.72%,-0.18,1.754,2870747523.58,1305424733.65,8%,-245886774.53,477980979.54,19170404.76,1498398842.95,-282989381.81,-1652405197.26
sh.600618,氯碱化工,1992-11-13,C26化学原料和化学制品制造业,https://www.scacc.com,749839976,16975951872,14.68,21.275362,1.8722101,9.12%,0.69,7.841,2650755017.17,589795513.11,18%,828074007.5,667521359.06,290993145.84,1217069930.02,-218438631.43,-1910551285.35
sh.600619,海立股份,1992-11-16,C34通用设备制造业,https://www.highly.cc,789174798,18912329728,17.62,293.6667,3.088519,1.71%,0.06,5.705,4151200355.2,1143687358.83,14%,16694626.64,2113014735.47,934583813.01,1643111567.53,-1077621090.99,-284752788.09
sh.600620,天宸股份,1992-11-17,S91综合,https://www.shstc.com,686677113,4552669184,6.63,73.666664,3.0680242,4.17%,0.09,2.161,253556811.39,10000000,44%,32056297.16,112433967.15,1323805.28,58892385.6,85478721.63,-364048721.4
sh.600621,华鑫股份,1992-12-02,J67资本市场服务,https://www.shchinafortune.com,1060899292,16306021376,15.37,29.000002,1.8210901,6.65%,0.53,8.44,12959606452.83,9860902156.99,100%,366166843.38,1594759206.04,39173801.66,7010786357.03,-1697580919.08,622878866.62
sh.600622,光大嘉宝,1992-12-03,K70房地产业,https://www.ebjb.com,1499685402,4199119104,2.8,,1.427843,-29.92%,-1.02,1.961,2080414695.77,396417450,38%,-1412019610.79,403173988.59,,432587355.92,30429112.09,-946220079.84
sh.600623,华谊集团,1992-12-04,C26化学原料和化学制品制造业,,1879731280,24051677184,11.33,37.766666,1.085353,1.83%,0.3,10.439,15828671608.62,2899824868.34,8%,1248235436.05,2534759167.96,927198689.2,3688091164.32,-2455911629.61,-1716538771.7
sh.600624,ST复华,1993-01-05,C27医药制造业,https://www.forwardgroup.com,679346942,3478256384,5.12,,5.5895195,-16.51%,-0.17,0.916,92749298.7,314620000,35%,-135001758.85,260638189,31282431.93,-14439859.13,-4705935.42,-189523045.45
sh.600626,申达股份,1993-01-07,C17纺织业,https://www.shenda.com.cn,1320744667,5890521600,4.46,74.333336,1.8338816,2.78%,0.06,2.432,1912167367.55,1202372736.5,10%,83203530.84,962860089.74,158558342.2,754898071.36,-276541830.4,-712323909.71
sh.600628,新世界,1993-01-19,F52零售业,https://www.newworld-china.com,646875384,5860691456,9.06,82.36364,1.3798356,1.62%,0.11,6.566,1378780862.67,550399250.01,42%,69024946.51,375633676.18,,320965494.96,-21989595.56,-61981343.26
sh.600629,华建集团,1993-02-09,M74专业技术服务业,https://www.arcplus.com.cn,970338659,20435333120,21.06,67.93548,3.852204,4.59%,0.31,5.467,3124889976.61,259313379.13,22%,357639928.38,1371524401.51,383061553.34,229249032.88,-562836981.33,-385722377.95
sh.600630,龙头股份,1993-02-09,C18纺织服装、服饰业,https://www.shanghaidragon.com.cn,424861597,3564589056,8.39,119.85715,4.6276894,4.17%,0.07,1.813,483285396.69,180162708.34,34%,41569312.35,545638993.7,18856050.69,203864897.39,-9227103.9,-144635512.86
sh.600633,浙数文化,1993-03-04,I64互联网和相关服务,https://www.600633.cn,1268074472,16053822464,12.66,28.772728,1.5736482,5.48%,0.44,8.045,1393919577.6,11434534.6,58%,541632043.96,1170745029.83,330531888.51,242951517.13,-283484148.28,-717544065.87
sh.600635,大众公用,1993-03-04,D45燃气生产和供应业,https://www.dzug.cn,2418791675,18334619648,6.21,31.05,2.0214844,6.56%,0.2,3.072,3411876668.5,3019245011.58,15%,328426282.04,699416757.96,457547.17,405521711.8,113088581.77,-327439031.18
sh.600636,*ST国化,1993-03-16,I65软件和信息技术服务业,https://www.crhc-culture.com,438636802,3737185792,8.52,,1.8158569,-15.84%,-0.81,4.692,760190097.18,,73%,-408680606.52,236659134.36,85605666.77,70894891.05,35833512.27,-23316308.94
sh.600637,东方明珠,1993-03-16,I63电信、广播电视和卫星传输服务,https://www.opg.cn,3361899817,34930139136,10.39,69.26666,1.1699134,1.48%,0.15,8.881,2470153945.2,822412573.24,28%,679833258.62,1792107810.44,217529919.68,1004538861.35,-4723050119.01,-1628365906.23
sh.600638,新黄浦,1993-03-26,K70房地产业,https://www.600638.com,673396786,4329941504,6.43,26.791666,0.93950903,4.88%,0.24,6.844,5762644692.51,60074250,27%,185203896.41,536966625.22,,15404241.1,-17812806.5,-548892616.36
sh.600639,浦东金桥,1993-03-26,K70房地产业,https://www.shpdjq.com,850236703,12402663424,11.05,13,0.8562573,4.91%,0.85,12.905,4823430152.53,4219166502.06,51%,978018806.94,508785545.61,,-1199042707.51,-754208994.46,3493898869.92
sh.600640,国脉文化,1993-04-07,I64互联网和相关服务,https://www.new-gm.cn,795695940,10033725440,12.61,420.33334,2.5225043,0.51%,0.03,4.999,1285284755.19,,17%,19756095.84,363856027.96,87685918.54,594008247.26,-660986563.4,-8351820.61
sh.600641,先导基电,1993-04-07,K70房地产业,https://www.600641.com.cn,930629920,16816483328,18.08,106.29411,2.0196714,0.50%,0.17,8.947,2987730112.97,119877686.48,48%,-6558730.05,410436842.79,184482254.88,-216651572.44,326230239.37,-164810391.2
sh.600642,申能股份,1993-04-16,D44电力、热力生产和供应业,https://www.shenergy.net.cn,4894079376,44682944512,9.13,11.4125,1.2301266,10.48%,0.8,7.422,13956020867.61,8048783923.29,20%,4784757320.12,1238946184.1,21746511.86,7164477967.39,-4735971332.86,-378701444.72
sh.600643,爱建集团,1993-04-26,J69其他金融业,https://www.aj.com.cn,1593170778,7376380928,4.63,,0.61667556,-4.82%,-0.37,7.508,1103132632.14,3027504543.99,53%,-530981165.12,500058957.28,9838186.58,1060805288.89,-762578323.63,-526121170.31
sh.600644,乐山电力,1993-04-26,D44电力、热力生产和供应业,https://www.lsdl600644.com,578320818,7200094208,12.45,311.25,3.4053612,1.04%,0.04,3.656,301938840.68,313201037.78,16%,28412499.77,463875703.34,750939.78,171339902.36,-162702347.89,-41164264.03
sh.600645,中源协和,1993-05-04,C27医药制造业,https://www.vcanbio.com,467948890,14080582656,30.09,177,3.6965601,1.52%,0.17,8.14,1524990910.9,,69%,89354147.13,894109614.2,182105051.12,285187932.23,-63863684.51,-284906732.37
sh.600648,外高桥,1993-05-04,F51批发业,https://www.china-ftz.com,1159354718,14115889152,10.38,18.210527,0.93060786,4.84%,0.57,11.154,6044532076.11,9078719544.61,33%,964251859.09,1124911776.38,26135732.66,-2782365928.86,216483041.57,1625860897.84
sh.600649,城投控股,1993-05-18,K70房地产业,https://www.sh600649.com,2504500768,12372234240,4.94,15.935484,0.58690745,3.36%,0.31,8.417,8700351651.78,3955248307.46,15%,211150330.68,614246057.06,4044155.55,2656461453.77,637685356.66,-1117318677.3
sh.600650,锦江在线,1993-06-07,G54道路运输业,https://www.jinjiangonline.com,390560075,7976282112,14.46,65.72727,1.8631619,3.35%,0.22,7.761,1764714811.62,20000000,17%,216167337.16,255926463.68,514780.32,285983490.49,-69560769.96,-40870672.5
sh.600651,飞乐音响,1990-12-19,C38电气机械和器材制造业,https://www.facs.com.cn,2507028015,18150881280,7.24,362,7.283702,2.07%,0.02,0.994,1128457701.03,249555922.51,16%,40083967.02,316662508.18,136115537.68,89876183.41,8576500.99,-48366931.05
sh.600653,申华控股,1990-12-19,F52零售业,https://www.shkg.com.cn,1946380317,3737050112,1.92,inf,5.106383,-1.77%,0,0.376,383039794.67,493494071.79,7%,31607067.83,293761377.52,,73781875.19,154488415.8,-139619065.84
sh.600654,中安科,1990-12-19,L72商务服务业,https://www.600654.com,2877556831,10128999424,3.52,50.285713,5.856905,12.31%,0.07,0.601,759387883.28,27691915.7,16%,20061405.9,491535624.7,78425282.01,94294713.78,-3829404.76,-25840144.79
sh.600655,豫园股份,1992-09-02,F52零售业,https://www.yuyuantm.com.cn,3892458273,19306592256,4.96,,0.5150037,-5.55%,-0.39,9.631,10690472089.38,10525017826,14%,-429122849.36,6006579566.64,48821738.09,4253159614.4,388119689.82,-3822123178.33
sh.600657,信达地产,1993-05-24,K70房地产业,https://www.cindare.com,2851878595,9354162176,3.28,,0.50484836,-27.68%,-2.1,6.497,4957338928.35,640067745.95,30%,-808734787.5,898698824.32,3982639.41,-1140965527.76,1379805188.2,-5030671507.67
sh.600658,电子城,1993-05-24,K70房地产业,https://www.bez.com.cn,1118585045,5559367680,4.97,,1.0026226,-22.33%,-1.31,4.957,1373044367.58,40029513.86,36%,-1574680031.74,694072385.25,27871182.16,-603667448.56,-280634593.62,314237559.15
sh.600660,福耀玻璃,1993-06-10,C30非金属矿物制品业,https://www.fuyaogroup.com,2002986332,153635602432,58.87,16.916666,4.3309054,26.40%,3.48,13.593,18784564004,4588583967,36%,7504038370,5631873838,1677751298,8562187329,55730923,-3358174364
sh.600661,昂立教育,1993-06-14,P83教育,https://www.onlyedu.com,286548830,2914201600,10.17,,20.969072,-4.33%,-0.09,0.485,605010213.72,,45%,-34366468.9,563919197.82,13446829.35,174024377.07,9454265.59,-143138667.85
sh.600662,外服控股,1993-06-14,L72商务服务业,https://www.fsg.com.cn,2283457375,12559014912,5.5,11.224489,2.4898143,23.38%,0.49,2.209,9801130642.59,430417851.39,9%,1208136417.47,1248838277.44,123790393.23,1319495619.06,54737973.05,-1212238157.41
sh.600663,陆家嘴,1993-06-28,K70房地产业,https://www.ljz.com.cn,3934417679,39828066304,7.91,26.366665,1.5731901,3.92%,0.3,5.028,7547914149.7,19814389141.86,44%,1794775738.53,2452677443.97,,1315850338.84,4081317920.69,-8669599040.21
sh.600664,哈药股份,1993-06-29,C27医药制造业,https://www.hayao.com,2518509876,9016264704,3.58,19.888887,1.5932354,7.84%,0.18,2.247,3634381413.1,1554478155.94,28%,690607831.59,3594153261.66,136434672.73,792499564.33,-98914921.57,-125605697.03
sh.600665,天地源,1993-07-09,K70房地产业,https://www.tande.cn,864122521,3076275968,3.56,,1.1581002,-29.81%,-1.55,3.074,3766058041,,14%,-972935883.43,410713535.97,,-869737812.77,137104572.11,-371082593.22
sh.600666,奥瑞德,1993-07-12,C30非金属矿物制品业,https://www.aurora-sapphire.cn,2751447394,11638622208,4.23,84.6,10.217391,13.33%,0.05,0.414,128388298.05,35424077.9,14%,-174304229.08,120233456.98,25897583.8,-71554884.58,-246923234.94,158343159.79
sh.600667,太极实业,1993-07-28,E48土木工程建筑业,https://www.wx1j.com,2091542178,22484078592,10.75,38.392857,2.5972457,7.61%,0.28,4.139,7278960120.36,2242602995.05,8%,763939218.7,1857830715.84,1068477538.09,2174886191.42,-253369658.29,-1591201616.81
sh.600668,尖峰集团,1993-07-28,C30非金属矿物制品业,https://www.jianfeng.com.cn,412900594,4529519616,10.97,6.1629214,0.5123774,12.24%,1.78,21.41,264292353.53,196155520.28,24%,132532022.38,508965116.42,105897853.63,412105918.32,-257959972.82,-110181664.59
sh.600671,天目药业,1993-08-23,C27医药制造业,https://www.hztmyy.com,121778885,2589019136,21.26,78.74074,38.866547,43.94%,0.27,0.547,65724985.87,126886706.77,47%,21865054.77,68745454.89,1206796.12,-36674445.6,-26861074.75,13036899.4
sh.600673,东阳光,1993-09-17,S91综合,https://www.hec-al.com,3009555059,101542387712,33.74,102.242424,10.400741,10.21%,0.33,3.244,4251776515.53,7088445738.43,15%,374892053.61,1100670493.73,514097400.36,568080354.49,-896136290.79,-644227455.43
sh.600674,川投能源,1993-09-24,D44电力、热力生产和供应业,https://www.ctny.com.cn,4874606828,76921290752,15.78,17.931818,1.7331138,9.82%,0.88,9.105,873527993.38,2921931494.79,51%,4630183835.79,287862504.84,34605538.06,879455226.51,691155561.54,-1209051357.98
sh.600675,中华企业,1993-09-24,K70房地产业,https://www.cecl.com.cn,6046135331,16989639680,2.81,28.099998,1.1573311,7.72%,0.1,2.428,17844377953.43,20013333.34,33%,66995207.33,1155919035.75,,2352948628.02,118286262.38,-3029149652.9
sh.600676,交运股份,1993-09-28,G54道路运输业,https://www.cnsjy.com,1028492944,7970820096,7.75,,1.5534176,-3.64%,-0.19,4.989,2796133915.19,100402345.58,3%,-392702424.29,477804546.48,47257384.15,263125553.55,-38396862.94,-60693847.53
sh.600678,四川金顶,1993-10-08,C30非金属矿物制品业,https://www.scjd.cn,348990000,3905198080,11.19,186.5,13.849009,6.07%,0.06,0.808,98121825.66,86789920,27%,-23308840.02,70702551.42,2351797.08,109386644.93,-193459173.85,120197947.78
sh.600679,上海凤凰,1993-10-08,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.phoenix.com.cn,343694257,6245366272,12.12,,2.9211857,-3.30%,-0.14,4.149,907656008.39,159474441.09,13%,-138252122.24,266520044.05,22650562.4,212428628.51,171592640.97,-47040732.6
sh.600681,百川能源,1993-10-18,D45燃气生产和供应业,https://www.bestsungas.com,1340854810,5899761152,4.4,17.6,1.2411847,9.18%,0.25,3.545,643399782.72,434580000,15%,325989956.15,211961281.92,3224559.81,698641576.74,-244939344.41,-473738528.72
sh.600682,南京新百,1993-10-18,C27医药制造业,https://www.cenbest.com,1345132221,9671500800,7.19,44.9375,0.49058405,1.76%,0.16,14.656,4831325384.29,522287556.94,45%,366441637.18,2384639005.72,237098788.78,1079409911.02,-1085985699.95,-148539544.22
sh.600683,京投发展,1993-10-25,K70房地产业,https://www.600683.com,740777597,7141096448,9.64,,-55.085716,-11.92%,-1.13,-0.175,4026312235.48,,4%,-1443855891.08,272490189.15,,-6211162548.97,-184397535.6,338594619.98
sh.600684,珠江股份,1993-10-28,K70房地产业,https://www.gzzjgf.com,1106074283,5585675264,5.05,126.25001,8.676976,7.69%,0.04,0.582,511855407.12,100085555.56,20%,20057570.63,197937424.8,9780958.49,219091944.26,-696504.79,-637722747.5
